"Control_1" "Control_2" "ToxA_1" "ToxA_2" "ToxB_1" "ToxB_2"
"HGLibA_00605" 2 1 0 0 0 0
"HGLibA_00606" 2 24 0 0 0 0
"HGLibA_00607" 0 4 0 2 1 0
"HGLibA_00608" 0 0 0 0 0 0
"HGLibA_00609" 0 0 0 0 0 0
"HGLibA_00610" 0 0 9 10 0 0
"HGLibA_00611" 9 8 0 0 22 34
"HGLibA_00612" 0 0 0 0 0 0
"HGLibA_00613" 0 4 0 2 5 1
"HGLibA_00614" 6 3 0 0 0 0
"HGLibA_00615" 0 4 0 0 0 0
"HGLibA_00616" 0 0 0 5 0 0
"HGLibA_00617" 3 0 0 0 0 0
"HGLibA_00618" 0 7 0 0 0 0
"HGLibA_00619" 4 0 0 0 0 0
"HGLibA_00620" 0 28 0 0 0 0
"HGLibA_00621" 2 1 3 5 2 0
"HGLibA_00622" 0 0 0 0 0 0
"HGLibA_00623" 1 13 0 0 0 0
"HGLibA_00624" 6 1 0 0 0 0
"HGLibA_00625" 0 6 0 12 1 5
"HGLibA_00626" 30 12 0 0 0 0
"HGLibA_00627" 0 0 110 110 7 2
"HGLibA_00628" 5 1 0 0 0 0
"HGLibA_00629" 3 4 0 0 1 0
"HGLibA_00630" 0 1 0 0 0 0
"HGLibA_00631" 0 5 0 0 0 0
"HGLibA_00632" 0 0 13 12 0 0
"HGLibA_00633" 0 0 0 0 0 0
"HGLibA_00634" 13 0 0 0 0 0
"HGLibA_00635" 3 0 0 0 0 0
"HGLibA_00636" 0 0 0 1 0 0
"HGLibA_00637" 25 0 0 4 2 0
"HGLibA_00638" 5 0 2 2 2 2
"HGLibA_00639" 0 0 0 0 0 0
"HGLibA_00640" 0 2 0 0 0 0
"HGLibA_00641" 0 0 0 0 0 0
"HGLibA_00642" 24 9 0 0 0 0
"HGLibA_00643" 10 1 5 1 1 3
"HGLibA_00644" 1 2 0 0 0 0
"HGLibA_00645" 0 0 0 0 0 0
"HGLibA_00646" 0 0 0 0 0 0
"HGLibA_00647" 1 3 11 7 3 1
"HGLibA_00648" 0 0 0 0 0 0
"HGLibA_00649" 16 2 1 9 3 4
"HGLibA_00650" 0 0 0 0 0 0
"HGLibA_00651" 3 3 69 42 15 6
"HGLibA_00652" 0 0 0 0 0 0
"HGLibA_00653" 2 5 1 1 0 0
"HGLibA_00654" 0 0 0 0 0 0
"HGLibA_00655" 0 0 0 0 0 0
"HGLibA_00656" 5 6 0 4 0 0
"HGLibA_00657" 0 0 0 0 0 0
"HGLibA_00658" 0 1 0 0 1 2
"HGLibA_00659" 0 4 94 69 0 0
"HGLibA_00660" 0 0 0 1 0 2
"HGLibA_00661" 1 1 7 5 1 0
"HGLibA_00662" 6 0 17 16 0 0
"HGLibA_00663" 0 9 0 0 0 0
"HGLibA_00664" 0 4 0 0 138 140
"HGLibA_00665" 0 0 0 0 0 0
"HGLibA_00666" 2 0 0 0 0 0
"HGLibA_00667" 13 1 0 4 0 0
"HGLibA_00668" 8 13 17 17 0 0
"HGLibA_00669" 9 0 9 12 2 3
"HGLibA_00670" 0 3 0 0 0 0
"HGLibA_00671" 1 2 0 0 0 0
"HGLibA_00672" 12 0 2 3 2 1
"HGLibA_00673" 0 13 0 0 0 0
"HGLibA_00674" 2 1 69 62 1 3
"HGLibA_00675" 2 3 0 0 0 0
"HGLibA_00676" 0 0 0 0 0 0
"HGLibA_00677" 0 3 0 0 1 0
"HGLibA_00678" 7 3 0 0 6 0
"HGLibA_00679" 0 0 0 0 0 0
"HGLibA_00680" 0 0 17 3 5 0
"HGLibA_00681" 0 2 0 0 0 1
"HGLibA_00682" 0 11 0 0 0 0
"HGLibA_00683" 0 0 0 0 0 0
"HGLibA_00684" 0 0 0 0 0 0
"HGLibA_00685" 19 5 0 0 0 0
"HGLibA_00686" 0 0 50 49 0 0
"HGLibA_00687" 10 0 0 1 0 0
"HGLibA_00688" 4 2 1 2 0 0
"HGLibA_00689" 13 23 1 0 0 2
"HGLibA_00690" 5 0 0 0 0 0
"HGLibA_00691" 0 0 1 0 1 1
"HGLibA_00692" 5 8 0 0 0 0
"HGLibA_00693" 11 20 20 18 12 6
"HGLibA_00694" 7 5 0 0 0 0
"HGLibA_00695" 3 7 0 0 0 0
"HGLibA_00696" 0 1 0 0 0 0
"HGLibA_00697" 0 0 0 0 0 0
"HGLibA_00698" 0 20 0 0 0 0
"HGLibA_00699" 5 17 0 0 0 0
"HGLibA_00700" 1 3 0 0 0 0
"HGLibA_00701" 2 6 0 0 0 0
"HGLibA_00702" 0 1 0 0 0 0
"HGLibA_00703" 0 0 0 0 0 0
"HGLibA_00704" 0 7 0 0 0 0
"HGLibA_00705" 0 2 0 0 0 1
"HGLibA_00706" 0 0 0 0 0 0
"HGLibA_00707" 0 0 0 0 0 0
"HGLibA_00708" 2 1 0 0 0 0
"HGLibA_00709" 2 0 0 0 1 0
"HGLibA_00710" 0 9 0 0 0 0
"HGLibA_00711" 0 4 0 0 0 0
"HGLibA_00712" 0 1 18 30 0 0
"HGLibA_00713" 0 3 11 8 0 0
"HGLibA_00714" 3 0 0 0 0 0
"HGLibA_00715" 9 2 0 0 0 0
"HGLibA_00716" 2 10 0 0 0 2
"HGLibA_00717" 0 0 0 0 0 0
"HGLibA_00718" 0 3 0 0 1 0
"HGLibA_00719" 0 0 0 0 0 0
"HGLibA_00720" 0 1 0 0 0 0
"HGLibA_00721" 4 3 0 0 1 2
"HGLibA_00722" 2 0 10 17 8 5
"HGLibA_00723" 0 1 0 0 0 0
"HGLibA_00724" 8 13 1 1 5 5
"HGLibA_00725" 2 9 0 4 0 0
"HGLibA_00726" 0 2 0 0 0 0
"HGLibA_00727" 0 0 0 0 0 0
"HGLibA_00728" 0 0 0 0 0 0
"HGLibA_00729" 0 0 0 6 0 0
"HGLibA_00730" 1 0 8 12 5 4
"HGLibA_00731" 0 0 0 0 0 0
"HGLibA_00732" 0 0 0 0 0 0
"HGLibA_00733" 3 0 2 0 2 0
"HGLibA_00734" 3 0 0 0 0 0
"HGLibA_00735" 0 0 16 12 0 0
"HGLibA_00736" 0 0 0 0 0 0
"HGLibA_00737" 0 6 0 0 0 0
"HGLibA_00738" 15 0 28 16 3 5
"HGLibA_00739" 29 11 0 1 2 0
"HGLibA_00740" 0 0 0 0 0 0
"HGLibA_00741" 2 26 0 0 0 1
"HGLibA_00742" 2 9 0 1 4 7
"HGLibA_00743" 0 0 0 1 3 1
"HGLibA_00744" 13 2 1 5 0 0
"HGLibA_00745" 3 0 0 0 0 0
"HGLibA_00746" 3 1 8 6 0 0
"HGLibA_00747" 0 1 0 0 0 0
"HGLibA_00748" 0 0 0 0 0 0
"HGLibA_00749" 0 0 0 0 1 3
"HGLibA_00750" 0 0 0 0 0 0
"HGLibA_00751" 0 6 83 51 1 3
"HGLibA_00752" 0 0 0 0 0 0
"HGLibA_00753" 4 3 0 2 0 0
"HGLibA_00754" 0 30 0 0 0 0
"HGLibA_00755" 11 26 0 0 0 0
"HGLibA_00756" 0 0 0 0 0 0
"HGLibA_00757" 3 3 0 0 2 0
"HGLibA_00758" 1 2 0 0 0 0
"HGLibA_00759" 0 0 0 0 0 0
"HGLibA_00760" 0 0 0 0 0 0
"HGLibA_00761" 0 0 0 1 0 0
"HGLibA_00762" 0 0 0 0 0 0
"HGLibA_00763" 8 0 4 1 0 0
"HGLibA_00764" 4 0 0 1 0 0
"HGLibA_00765" 0 1 2 1 95 101
"HGLibA_00766" 0 0 0 0 0 0
"HGLibA_00767" 0 2 0 0 0 0
"HGLibA_00768" 0 5 0 0 0 0
"HGLibA_00769" 0 0 0 4 0 0
"HGLibA_00770" 18 0 0 0 0 0
"HGLibA_00771" 4 18 0 0 0 0
"HGLibA_00772" 0 0 1 15 8 6
"HGLibA_00773" 0 2 0 0 4 0
"HGLibA_00774" 4 5 0 2 1 1
"HGLibA_00775" 2 8 0 0 0 0
"HGLibA_00776" 5 0 1 0 0 1
"HGLibA_00777" 0 0 0 0 0 0
"HGLibA_00778" 0 0 2 0 1 0
"HGLibA_00779" 3 0 0 0 0 0
"HGLibA_00780" 0 0 0 0 0 0
"HGLibA_00781" 0 0 0 0 0 0
"HGLibA_00782" 0 1 0 0 0 0
"HGLibA_00783" 4 1 0 0 0 0
"HGLibA_00784" 0 7 1 0 0 0
"HGLibA_00785" 0 2 0 0 0 1
"HGLibA_00786" 0 4 0 0 0 0
"HGLibA_00787" 1 7 0 0 0 1
"HGLibA_00788" 1 2 0 0 0 0
"HGLibA_00789" 2 2 3 0 0 0
"HGLibA_00790" 3 12 1 0 1 0
"HGLibA_00791" 3 1 0 1 0 0
"HGLibA_00792" 1 0 0 0 0 0
"HGLibA_00793" 8 4 0 0 0 0
"HGLibA_00794" 0 0 5 2 1 4
"HGLibA_00795" 0 11 0 0 0 1
"HGLibA_00796" 0 16 0 0 0 0
"HGLibA_00797" 4 0 0 0 0 0
"HGLibA_00798" 39 0 0 0 0 0
"HGLibA_00799" 0 7 1 0 0 1
"HGLibA_00800" 0 10 0 1 1 2
"HGLibA_00801" 3 14 5 6 0 0
"HGLibA_00802" 12 0 0 6 0 0
"HGLibA_00803" 1 4 0 0 0 0
"HGLibA_00804" 0 0 0 0 0 2
"HGLibA_00805" 1 8 0 0 0 0
"HGLibA_00806" 0 0 0 0 0 0
"HGLibA_00807" 0 0 0 0 0 0
"HGLibA_00808" 0 2 0 0 0 0
"HGLibA_00809" 0 0 0 10 0 1
"HGLibA_00810" 0 5 0 0 0 0
"HGLibA_00811" 1 0 0 0 0 0
"HGLibA_00812" 11 7 6 20 20 16
"HGLibA_00813" 0 2 0 0 0 0
"HGLibA_00814" 0 0 0 0 0 0
"HGLibA_00815" 8 11 9 2 3 5
"HGLibA_00816" 0 3 0 1 0 2
"HGLibA_00817" 2 0 0 0 0 0
"HGLibA_00818" 4 4 0 2 0 1
"HGLibA_00819" 0 0 0 0 0 0
"HGLibA_00820" 0 0 0 0 0 0
"HGLibA_00821" 0 8 2 4 31 34
"HGLibA_00822" 0 10 27 13 0 0
"HGLibA_00823" 15 0 0 1 0 0
"HGLibA_00824" 0 0 0 0 0 0
"HGLibA_00825" 0 0 0 1 0 0
"HGLibA_00826" 0 0 0 0 0 1
"HGLibA_00827" 5 1 0 0 0 0
"HGLibA_00828" 28 5 0 4 2 0
"HGLibA_00829" 0 0 0 0 1 0
"HGLibA_00830" 4 0 13 12 0 0
"HGLibA_00831" 0 0 0 0 0 0
"HGLibA_00832" 0 0 0 0 0 0
"HGLibA_00833" 1 5 0 0 0 0
"HGLibA_00834" 4 4 5 2 1 1
"HGLibA_00835" 0 0 0 0 0 0
"HGLibA_00836" 7 0 27 10 0 0
"HGLibA_00837" 2 0 0 0 1 1
"HGLibA_00838" 0 0 1 0 3 0
"HGLibA_00839" 3 0 0 0 0 0
"HGLibA_00840" 0 0 0 0 0 0
"HGLibA_00841" 0 0 0 0 1 1
"HGLibA_00842" 14 5 45 45 0 1
"HGLibA_00843" 0 0 0 0 0 0
"HGLibA_00844" 0 4 0 0 0 0
"HGLibA_00845" 2 2 0 0 0 0
"HGLibA_00846" 1 7 5 7 90 81
"HGLibA_00847" 5 0 11 10 2 3
"HGLibA_00848" 0 0 0 0 0 2
"HGLibA_00849" 1 0 43 27 0 0
"HGLibA_00850" 1 0 0 0 2 2
"HGLibA_00851" 2 5 2 0 0 1
"HGLibA_00852" 7 2 0 0 0 0
"HGLibA_00853" 2 0 0 0 0 0
"HGLibA_00854" 0 0 0 0 0 0
"HGLibA_00855" 1 2 0 0 0 0
"HGLibA_00856" 3 9 0 0 0 0
"HGLibA_00857" 0 0 0 0 0 0
"HGLibA_00858" 8 25 0 0 0 0
"HGLibA_00859" 0 0 0 5 0 0
"HGLibA_00860" 0 0 0 0 0 0
"HGLibA_00861" 0 0 3 9 7 7
"HGLibA_00862" 0 0 0 0 0 0
"HGLibA_00863" 3 10 1 2 1 0
"HGLibA_00864" 11 0 0 0 0 0
"HGLibA_00865" 0 1 0 0 0 0
"HGLibA_00866" 1 3 0 0 0 0
"HGLibA_00867" 0 0 0 0 0 0
"HGLibA_00868" 2 0 0 0 0 1
"HGLibA_00869" 9 6 8 6 1 3
"HGLibA_00870" 0 5 0 1 0 0
"HGLibA_00871" 2 0 0 0 0 0
"HGLibA_00872" 0 1 0 0 0 0
"HGLibA_00873" 5 6 0 0 1 0
"HGLibA_00874" 0 0 0 0 0 0
"HGLibA_00875" 1 4 0 0 0 0
"HGLibA_00876" 0 0 1 0 6 3
"HGLibA_00877" 7 7 0 1 0 2
"HGLibA_00878" 1 0 0 0 0 0
"HGLibA_00879" 0 0 0 0 0 0
"HGLibA_00880" 4 1 0 0 0 0
"HGLibA_00881" 0 1 0 0 0 0
"HGLibA_00882" 1 0 0 0 0 0
"HGLibA_00883" 0 11 0 0 0 0
"HGLibA_00884" 1 6 0 1 0 0
"HGLibA_00885" 0 0 0 0 1 0
"HGLibA_00886" 0 3 0 0 0 0
"HGLibA_00887" 16 3 0 0 1 0
"HGLibA_00888" 0 0 0 0 0 0
"HGLibA_00889" 0 0 0 0 0 0
"HGLibA_00890" 0 0 2 8 0 1
"HGLibA_00891" 5 0 5 12 3 8
"HGLibA_00892" 0 5 0 0 0 0
"HGLibA_00893" 0 0 0 0 0 0
"HGLibA_00894" 11 7 4 8 1 2
"HGLibA_00895" 24 1 0 8 0 1
"HGLibA_00896" 3 0 0 0 0 0
"HGLibA_00897" 0 2 0 0 0 0
"HGLibA_00898" 0 5 2 11 1 0
"HGLibA_00899" 0 2 0 1 0 0
"HGLibA_00900" 16 1 0 0 0 0
"HGLibA_00901" 3 1 1 1 0 1
"HGLibA_00902" 0 5 2 1 4 6
"HGLibA_00903" 0 0 2 2 2 2
"HGLibA_00904" 8 9 0 0 0 0
"HGLibA_00905" 0 6 0 0 0 0
"HGLibA_00906" 0 0 0 0 0 0
"HGLibA_00907" 4 0 0 0 1 0
"HGLibA_00908" 4 6 0 0 0 1
"HGLibA_00909" 1 0 6 7 0 0
"HGLibA_00910" 6 0 0 0 0 0
"HGLibA_00911" 6 0 0 3 0 0
"HGLibA_00912" 0 0 1 0 1 1
"HGLibA_00913" 11 0 0 0 0 0
"HGLibA_00914" 2 3 0 0 0 0
"HGLibA_00915" 0 0 0 0 0 0
"HGLibA_00916" 0 0 0 0 0 0
"HGLibA_00917" 0 0 0 0 0 0
"HGLibA_00918" 0 1 6 8 3 1
"HGLibA_00919" 0 0 0 0 0 0
"HGLibA_00920" 6 2 0 0 0 1
"HGLibA_00921" 1 15 0 1 0 0
"HGLibA_00922" 54 0 4 3 4 1
"HGLibA_00923" 10 0 0 0 0 0
"HGLibA_00924" 9 0 0 0 0 0
"HGLibA_00925" 0 0 0 0 0 0
"HGLibA_00926" 6 0 0 0 0 0
"HGLibA_00927" 0 0 0 0 0 0
"HGLibA_00928" 0 1 0 3 1 1
"HGLibA_00929" 1 15 0 0 0 0
"HGLibA_00930" 0 5 0 0 0 0
"HGLibA_00931" 0 4 0 0 0 0
"HGLibA_00932" 6 6 26 29 0 1
"HGLibA_00933" 2 3 0 0 0 0
"HGLibA_00934" 3 0 0 0 0 0
"HGLibA_00935" 19 3 1 0 2 2
"HGLibA_00936" 6 2 0 0 0 0
"HGLibA_00937" 0 8 0 0 0 0
"HGLibA_00938" 0 0 0 0 0 1
"HGLibA_00939" 2 0 0 6 0 0
"HGLibA_00940" 3 4 0 0 0 0
"HGLibA_00941" 1 4 2 1 3 3
"HGLibA_00942" 2 7 0 0 1 0
"HGLibA_00943" 0 0 0 0 0 0
"HGLibA_00944" 0 0 0 0 0 0
"HGLibA_00945" 34 11 1 0 0 0
"HGLibA_00946" 1 3 0 0 0 1
"HGLibA_00947" 6 2 0 0 0 0
"HGLibA_00948" 0 15 0 0 0 0
"HGLibA_00949" 0 0 0 0 0 0
"HGLibA_00950" 0 0 0 1 0 0
"HGLibA_00951" 12 2 0 7 7 8
"HGLibA_00952" 5 14 1 1 0 2
"HGLibA_00953" 1 4 1 0 0 0
"HGLibA_00954" 3 7 3 5 0 1
"HGLibA_00955" 0 0 0 0 0 0
"HGLibA_00956" 7 7 1 0 0 1
"HGLibA_00957" 0 0 0 0 0 0
"HGLibA_00958" 6 5 1 0 0 2
"HGLibA_00959" 0 0 0 0 0 0
"HGLibA_00960" 0 0 0 2 0 0
"HGLibA_00961" 0 0 0 0 0 0
"HGLibA_00962" 1 0 0 0 0 0
"HGLibA_00963" 0 0 0 0 0 0
"HGLibA_00964" 2 5 8 18 3 2
"HGLibA_00965" 3 0 0 0 0 0
"HGLibA_00966" 0 0 0 0 0 0
"HGLibA_00967" 0 0 0 1 1 1
"HGLibA_00968" 0 6 37 23 3 2
"HGLibA_00969" 0 0 0 0 0 0
"HGLibA_00970" 1 2 85 75 1 3
"HGLibA_00971" 3 1 0 2 2 3
"HGLibA_00972" 0 2 0 0 0 0
"HGLibA_00973" 1 0 0 0 0 0
"HGLibA_00974" 0 2 0 0 0 0
"HGLibA_00975" 3 2 1 0 0 0
"HGLibA_00976" 0 6 0 0 0 0
"HGLibA_00977" 0 0 53 36 1 0
"HGLibA_00978" 7 0 0 0 0 0
"HGLibA_00979" 3 0 16 17 0 0
"HGLibA_00980" 3 17 0 1 3 3
"HGLibA_00981" 1 8 0 0 0 0
"HGLibA_00982" 0 0 0 0 0 1
"HGLibA_00983" 0 22 0 1 1 0
"HGLibA_00984" 9 5 0 0 0 1
"HGLibA_00985" 20 0 0 0 0 0
"HGLibA_00986" 0 1 0 2 0 0
"HGLibA_00987" 0 5 0 0 0 0
"HGLibA_00988" 1 0 0 2 0 0
"HGLibA_00989" 1 2 0 0 0 0
"HGLibA_00990" 0 2 0 0 0 0
"HGLibA_00991" 9 7 1 0 3 2
"HGLibA_00992" 2 10 0 0 0 0
"HGLibA_00993" 0 0 30 40 15 9
"HGLibA_00994" 1 0 0 0 0 0
"HGLibA_00995" 0 0 0 0 0 0
"HGLibA_00996" 1 1 0 0 0 0
"HGLibA_00997" 0 0 0 0 0 0
"HGLibA_00998" 6 1 0 0 1 1
"HGLibA_00999" 0 0 0 0 0 0
"HGLibA_01000" 4 1 0 0 0 0
"HGLibA_01001" 2 4 0 0 0 0
"HGLibA_01002" 3 0 0 0 0 0
"HGLibA_01003" 8 0 0 0 0 0
"HGLibA_01004" 0 0 0 0 0 0
"HGLibA_01005" 5 0 0 0 0 0
"HGLibA_01006" 0 0 0 0 0 0
"HGLibA_01007" 0 0 0 0 0 0
"HGLibA_01008" 0 0 0 0 0 0
"HGLibA_01009" 0 0 0 0 0 0
"HGLibA_01010" 1 2 0 0 0 0
"HGLibA_01011" 1 0 14 5 0 1
"HGLibA_01012" 0 0 0 0 0 0
"HGLibA_01013" 8 0 0 0 0 0
"HGLibA_01014" 0 1 0 0 0 0
"HGLibA_01015" 0 5 0 0 0 0
"HGLibA_01016" 0 3 0 0 0 0
"HGLibA_01017" 1 4 0 1 0 0
"HGLibA_01018" 0 8 4 7 1 1
"HGLibA_01019" 8 0 0 0 0 0
"HGLibA_01020" 0 0 0 3 0 0
"HGLibA_01021" 6 0 0 0 0 0
"HGLibA_01022" 2 4 0 1 3 0
"HGLibA_01023" 2 0 0 4 0 0
"HGLibA_01024" 1 6 0 2 2 0
"HGLibA_01025" 0 0 1 0 0 2
"HGLibA_01026" 2 0 0 0 0 0
"HGLibA_01027" 5 1 8 12 0 0
"HGLibA_01028" 1 10 0 0 1 0
"HGLibA_01029" 6 12 0 0 0 0
"HGLibA_01030" 1 21 2 1 0 1
"HGLibA_01031" 0 0 0 0 0 0
"HGLibA_01032" 0 0 3 8 0 1
"HGLibA_01033" 6 2 0 0 0 0
"HGLibA_01034" 5 2 23 14 0 0
"HGLibA_01035" 0 0 0 0 0 0
"HGLibA_01036" 0 0 77 56 4 3
"HGLibA_01037" 7 2 215 169 52 44
"HGLibA_01038" 0 0 0 0 0 0
"HGLibA_01039" 5 7 21 11 4 0
"HGLibA_01040" 0 2 0 0 0 0
"HGLibA_01041" 0 1 4 2 0 0
"HGLibA_01042" 2 3 0 0 0 0
"HGLibA_01043" 0 2 0 0 0 0
"HGLibA_01044" 0 6 1 0 3 4
"HGLibA_01045" 0 0 0 0 0 0
"HGLibA_01046" 1 7 0 0 1 1
"HGLibA_01047" 1 3 0 0 0 1
"HGLibA_01048" 3 0 18 10 1 0
"HGLibA_01049" 6 2 0 0 0 0
"HGLibA_01050" 0 5 0 0 0 0
"HGLibA_01051" 0 1 0 0 0 0
"HGLibA_01052" 0 1 0 0 2 1
"HGLibA_01053" 1 0 0 0 0 0
"HGLibA_01054" 3 2 0 1 2 1
"HGLibA_01055" 0 0 0 0 0 0
"HGLibA_01056" 3 7 0 1 0 0
"HGLibA_01057" 6 10 0 0 0 0
"HGLibA_01058" 27 2 0 0 0 0
"HGLibA_01059" 0 0 0 0 0 0
"HGLibA_01060" 5 3 0 0 0 0
"HGLibA_01061" 0 0 0 0 0 0
"HGLibA_01062" 0 13 0 0 0 0
"HGLibA_01063" 4 2 0 0 0 0
"HGLibA_01064" 10 0 10 8 0 0
"HGLibA_01065" 3 1 1 5 6 2
"HGLibA_01066" 48 1 1 2 3 4
"HGLibA_01067" 1 0 0 0 0 0
"HGLibA_01068" 3 2 5 3 1 2
"HGLibA_01069" 0 3 0 0 0 0
"HGLibA_01070" 0 0 19 25 0 0
"HGLibA_01071" 0 0 0 0 0 0
"HGLibA_01072" 1 13 0 0 2 1
"HGLibA_01073" 9 0 0 0 0 0
"HGLibA_01074" 3 10 0 1 0 0
"HGLibA_01075" 7 1 0 0 0 0
"HGLibA_01076" 0 7 0 1 2 1
"HGLibA_01077" 0 1 0 0 0 1
"HGLibA_01078" 13 0 0 0 0 0
"HGLibA_01079" 0 8 0 0 0 1
"HGLibA_01080" 0 0 0 0 0 0
"HGLibA_01081" 0 0 0 0 0 0
"HGLibA_01082" 0 6 0 0 0 0
"HGLibA_01083" 11 3 0 5 3 0
"HGLibA_01084" 1 1 0 0 0 0
"HGLibA_01085" 0 1 0 0 0 0
"HGLibA_01086" 10 1 3 1 1 3
"HGLibA_01087" 1 6 0 0 0 0
"HGLibA_01088" 2 1 44 31 1 1
"HGLibA_01089" 1 0 12 11 0 2
"HGLibA_01090" 0 5 0 0 0 0
"HGLibA_01091" 6 3 0 0 0 0
"HGLibA_01092" 8 1 0 0 1 3
"HGLibA_01093" 1 1 0 0 0 0
"HGLibA_01094" 0 1 10 11 0 0
"HGLibA_01095" 12 1 0 0 0 0
"HGLibA_01096" 7 6 0 0 0 0
"HGLibA_01097" 0 1 0 0 0 0
"HGLibA_01098" 0 1 0 0 0 0
"HGLibA_01099" 0 3 0 0 0 0
"HGLibA_01100" 3 3 15 11 1 0
"HGLibA_01101" 9 2 0 0 0 0
"HGLibA_01102" 0 1 0 0 0 0
"HGLibA_01103" 0 2 11 9 0 0
"HGLibA_01104" 8 4 4 4 0 0
"HGLibA_01105" 14 3 0 0 0 0
"HGLibA_01106" 0 0 12 8 0 1
"HGLibA_01107" 0 0 0 0 0 0
"HGLibA_01108" 1 1 0 0 0 0
"HGLibA_01109" 0 3 0 0 0 0
"HGLibA_01110" 0 0 0 0 0 0
"HGLibA_01111" 0 0 0 0 0 0
"HGLibA_01112" 8 15 0 1 0 0
"HGLibA_01113" 0 1 0 0 0 0
"HGLibA_01114" 0 0 0 0 0 0
"HGLibA_01115" 0 1 0 1 0 0
"HGLibA_01116" 0 25 0 0 1 0
"HGLibA_01117" 12 0 0 0 0 1
"HGLibA_01118" 4 8 0 0 1 0
"HGLibA_01119" 0 0 0 0 0 0
"HGLibA_01120" 1 1 0 0 0 0
"HGLibA_01121" 2 45 10 18 5 5
"HGLibA_01122" 4 0 71 33 5 7
"HGLibA_01123" 0 0 0 0 0 0
"HGLibA_01124" 0 3 0 0 0 0
"HGLibA_01125" 7 0 0 0 0 0
"HGLibA_01126" 16 3 8 14 3 0
"HGLibA_01127" 16 2 0 0 1 0
"HGLibA_01128" 0 0 0 0 0 0
"HGLibA_01129" 0 1 15 15 1 0
"HGLibA_01130" 2 0 0 0 0 0
"HGLibA_01131" 4 20 7 3 2 1
"HGLibA_01132" 7 0 0 0 0 0
"HGLibA_01133" 0 10 0 1 9 4
"HGLibA_01134" 0 0 0 0 0 0
"HGLibA_01135" 5 1 0 0 1 1
"HGLibA_01136" 0 0 0 0 0 0
"HGLibA_01137" 3 0 0 0 0 0
"HGLibA_01138" 0 5 0 3 0 0
"HGLibA_01139" 0 2 1 4 0 0
"HGLibA_01140" 19 0 0 0 0 0
"HGLibA_01141" 0 2 0 0 0 0
"HGLibA_01142" 0 0 0 0 0 0
"HGLibA_01143" 0 0 0 0 0 0
"HGLibA_01144" 0 6 0 0 0 0
"HGLibA_01145" 0 5 0 0 0 0
"HGLibA_01146" 0 0 18 10 8 3
"HGLibA_01147" 0 0 0 0 0 0
"HGLibA_01148" 0 0 0 0 0 0
"HGLibA_01149" 0 0 0 0 0 0
"HGLibA_01150" 0 0 0 0 0 0
"HGLibA_01151" 0 0 0 0 0 0
"HGLibA_01152" 0 0 0 0 0 0
"HGLibA_01153" 0 0 0 0 0 0
"HGLibA_01154" 0 4 2 2 1 3
"HGLibA_01155" 0 0 0 0 0 0
"HGLibA_01156" 0 0 0 0 0 0
"HGLibA_01157" 0 0 0 0 0 0
"HGLibA_01158" 0 0 0 0 0 0
"HGLibA_01159" 0 0 0 0 0 0
"HGLibA_01160" 0 0 0 0 0 0
"HGLibA_01161" 0 0 0 0 0 0
"HGLibA_01162" 0 0 0 0 0 0
"HGLibA_01163" 2 7 0 0 0 0
"HGLibA_01164" 4 24 0 0 0 0
"HGLibA_01165" 19 3 0 0 0 0
"HGLibA_01166" 6 0 0 0 0 0
"HGLibA_01167" 0 21 0 0 0 0
"HGLibA_01168" 2 0 0 0 0 1
"HGLibA_01169" 0 7 0 0 0 0
"HGLibA_01170" 4 8 3 6 8 7
"HGLibA_01171" 1 0 0 0 0 0
"HGLibA_01172" 11 29 0 8 0 0
"HGLibA_01173" 8 2 0 0 0 0
"HGLibA_01174" 0 1 0 0 8 4
"HGLibA_01175" 2 17 0 0 0 0
"HGLibA_01176" 1 0 0 0 0 0
"HGLibA_01177" 0 1 0 0 0 0
"HGLibA_01178" 0 0 0 0 2 1
"HGLibA_01179" 0 1 0 0 0 0
"HGLibA_01180" 1 6 2 20 22 17
"HGLibA_01181" 0 0 0 0 0 0
"HGLibA_01182" 5 0 0 0 0 0
"HGLibA_01183" 15 1 0 0 0 0
"HGLibA_01184" 0 0 0 0 0 0
"HGLibA_01185" 0 0 0 0 0 1
"HGLibA_01186" 4 2 1 3 5 2
"HGLibA_01187" 0 0 14 10 10 3
"HGLibA_01188" 0 0 0 0 0 0
"HGLibA_01189" 3 5 0 2 0 0
"HGLibA_01190" 0 0 0 0 0 0
"HGLibA_01191" 0 1 1 0 2 0
"HGLibA_01192" 3 3 14 24 8 7
"HGLibA_01193" 2 0 0 1 0 2
"HGLibA_01194" 9 0 0 0 0 0
"HGLibA_01195" 0 0 0 0 0 0
"HGLibA_01196" 2 2 0 0 0 0
"HGLibA_01197" 0 1 1 0 1 0
"HGLibA_01198" 5 3 38 37 0 0
"HGLibA_01199" 0 0 0 0 1 0
"HGLibA_01200" 3 1 0 0 3 0
"HGLibA_01201" 0 0 1 0 0 0
"HGLibA_01202" 20 0 3 0 4 8
"HGLibA_01203" 0 3 18 12 2 2
"HGLibA_01204" 11 3 0 0 0 0
"HGLibA_01205" 8 47 0 0 0 0
"HGLibA_01206" 0 1 0 0 0 0
"HGLibA_01207" 5 0 0 0 0 0
"HGLibA_01208" 0 3 0 0 0 0
"HGLibA_01209" 1 0 0 0 0 0
"HGLibA_01210" 0 2 0 0 0 0
